id	Nucleotide_id	Accession	AccessionVersion	BioSample	BioProject	FirstAccession	LastAccession	Organism	Taxonomy	Definition	Division	Journal	Length	MoleculeType	ReferenceTitle	SeqDataName	Source	Strandedness	Topology	CreateDate	UpdateDate	Comment	AnnotationDate	AnnotationMethod	AnnotationPipeline	AnnotationProvider	AnnotationSoftwarerevision	AssemblyDate	AssemblyMethod	AssemblyName	CDS	CDSCoding	CRISPRArrays	ExpectedFinalVersion	FeaturesAnnotated	Genes	GenesCoding	GenesRNA	GenomeCoverage	GenomeRepresentation	ncRNAs	PseudoGenes	PseudoGenesAmbResidues	PseudoGenesFrameshifted	PseudoGenesIncomplete	PseudoGenesInternalStop	PseudoGenesMultipleProblems	rRNAs	rRNAsComplete	rRNAsPartial	SequencingTechnology	tRNAs
67	1135140422	MIED00000000	MIED00000000.1	None	PRJNA269675	MIED01000001	MIED01000167	Yersinia pestis subsp. microtus bv. Altaica	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis subsp. microtus bv. Altaica strain SCPM-O-DNA-02, whole genome shotgun sequencing project	BCT	Submitted (02-SEP-2016) Science Department, SRCAMB, Building 1, Obolensk, Moscow Region 142279, Russian Federation	167	DNA	Direct Submission	WGS	Yersinia pestis subsp. microtus bv. Altaica	double	linear	26-JAN-2017	26-JAN-2017	The Yersinia pestis subsp. microtus bv. Altaica whole genome shotgun (WGS) project has the project accession MIED00000000. This version of the project (01) has the accession number MIED01000000, and consists of sequences MIED01000001-MIED01000167.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Method :: SPAdes v. 3.8.1 ; Genome Representation :: Full ; Expected Final Version :: Yes ; Genome Coverage :: 53.0x ; Sequencing Technology :: Illumina MiSeq ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Date :: 09/06/2016 09:55:30 ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Provider :: NCBI ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Annotation Software revision :: 3.3 ; Genes (total) :: 4,255 ; CDS (total) :: 4,165 ; Genes (coding) :: 4,054 ; CDS (coding) :: 4,054 ; Genes (RNA) :: 90 ; rRNAs :: 8, 3, 1 (5S, 16S, 23S) ; complete rRNAs :: 8, 1, 1 (5S, 16S, 23S) ; partial rRNAs :: 2 (16S) ; tRNAs :: 66 ; ncRNAs :: 12 ; Pseudo Genes (total) :: 111 ; Pseudo Genes (ambiguous residues) :: 0 of 111 ; Pseudo Genes (frameshifted) :: 42 of 111 ; Pseudo Genes (incomplete) :: 61 of 111 ; Pseudo Genes (internal stop) :: 11 of 111 ; Pseudo Genes (multiple problems) :: 3 of 111 ; CRISPR Arrays :: 1 ; ##Genome-Annotation-Data-END##	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
68	1135132523	MIEC00000000	MIEC00000000.1	None	PRJNA269675	MIEC01000001	MIEC01000190	Yersinia pestis subsp. microtus bv. Talassica	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis subsp. microtus bv. Talassica strain SCPM-O-B-4664, whole genome shotgun sequencing project	BCT	Submitted (02-SEP-2016) Science Department, SRCAMB, Building 1, Obolensk, Moscow Region 142279, Russian Federation	190	DNA	Direct Submission	WGS	Yersinia pestis subsp. microtus bv. Talassica	double	linear	26-JAN-2017	26-JAN-2017	The Yersinia pestis subsp. microtus bv. Talassica whole genome shotgun (WGS) project has the project accession MIEC00000000. This version of the project (01) has the accession number MIEC01000000, and consists of sequences MIEC01000001-MIEC01000190.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Method :: SPAdes v. 3.8.1 ; Genome Representation :: Full ; Expected Final Version :: Yes ; Genome Coverage :: 49.0x ; Sequencing Technology :: Illumina MiSeq ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Date :: 09/06/2016 09:53:04 ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Provider :: NCBI ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Annotation Software revision :: 3.3 ; Genes (total) :: 4,304 ; CDS (total) :: 4,216 ; Genes (coding) :: 4,072 ; CDS (coding) :: 4,072 ; Genes (RNA) :: 88 ; rRNAs :: 8, 3, 1 (5S, 16S, 23S) ; complete rRNAs :: 8, 1, 1 (5S, 16S, 23S) ; partial rRNAs :: 2 (16S) ; tRNAs :: 65 ; ncRNAs :: 11 ; Pseudo Genes (total) :: 144 ; Pseudo Genes (ambiguous residues) :: 0 of 144 ; Pseudo Genes (frameshifted) :: 49 of 144 ; Pseudo Genes (incomplete) :: 87 of 144 ; Pseudo Genes (internal stop) :: 13 of 144 ; Pseudo Genes (multiple problems) :: 5 of 144 ; CRISPR Arrays :: 2 ; ##Genome-Annotation-Data-END##	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
69	1135131748	MIEB00000000	MIEB00000000.1	None	PRJNA269675	MIEB01000001	MIEB01000171	Yersinia pestis subsp. microtus bv. Caucasica	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6983, whole genome shotgun sequencing project	BCT	Submitted (02-SEP-2016) Science Department, SRCAMB, Building 1, Obolensk, Moscow region 142279, Russian Federation	171	DNA	Direct Submission	WGS	Yersinia pestis subsp. microtus bv. Caucasica	double	linear	26-JAN-2017	26-JAN-2017	The Yersinia pestis subsp. microtus bv. Caucasica whole genome shotgun (WGS) project has the project accession MIEB00000000. This version of the project (01) has the accession number MIEB01000000, and consists of sequences MIEB01000001-MIEB01000171.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Method :: SPAdes v. 3.8.1 ; Genome Representation :: Full ; Expected Final Version :: Yes ; Genome Coverage :: 45.0x ; Sequencing Technology :: Illumina MiSeq ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Date :: 09/06/2016 09:46:26 ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Provider :: NCBI ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Annotation Software revision :: 3.3 ; Genes (total) :: 4,267 ; CDS (total) :: 4,179 ; Genes (coding) :: 4,043 ; CDS (coding) :: 4,043 ; Genes (RNA) :: 88 ; rRNAs :: 8, 3, 1 (5S, 16S, 23S) ; complete rRNAs :: 8, 1, 1 (5S, 16S, 23S) ; partial rRNAs :: 2 (16S) ; tRNAs :: 65 ; ncRNAs :: 11 ; Pseudo Genes (total) :: 136 ; Pseudo Genes (ambiguous residues) :: 0 of 136 ; Pseudo Genes (frameshifted) :: 66 of 136 ; Pseudo Genes (incomplete) :: 63 of 136 ; Pseudo Genes (internal stop) :: 13 of 136 ; Pseudo Genes (multiple problems) :: 6 of 136 ; CRISPR Arrays :: 3 ; ##Genome-Annotation-Data-END##	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
70	1135131624	MIEA00000000	MIEA00000000.1	None	PRJNA269675	MIEA01000001	MIEA01000166	Yersinia pestis subsp. microtus bv. Caucasica	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6992, whole genome shotgun sequencing project	BCT	Submitted (02-SEP-2016) Science Department, SRCAMB, Building 1, Obolensk, Moscow Region 142279, Russian Federation	166	DNA	Direct Submission	WGS	Yersinia pestis subsp. microtus bv. Caucasica	double	linear	26-JAN-2017	26-JAN-2017	The Yersinia pestis subsp. microtus bv. Caucasica whole genome shotgun (WGS) project has the project accession MIEA00000000. This version of the project (01) has the accession number MIEA01000000, and consists of sequences MIEA01000001-MIEA01000166.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Method :: SPAdes v. 3.8.1 ; Genome Representation :: Full ; Expected Final Version :: Yes ; Genome Coverage :: 47.0x ; Sequencing Technology :: Illumina MiSeq ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Date :: 09/06/2016 09:48:59 ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Provider :: NCBI ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Annotation Software revision :: 3.3 ; Genes (total) :: 4,164 ; CDS (total) :: 4,080 ; Genes (coding) :: 3,927 ; CDS (coding) :: 3,927 ; Genes (RNA) :: 84 ; rRNAs :: 8, 2, 1 (5S, 16S, 23S) ; complete rRNAs :: 8, 1, 1 (5S, 16S, 23S) ; partial rRNAs :: 1 (16S) ; tRNAs :: 62 ; ncRNAs :: 11 ; Pseudo Genes (total) :: 153 ; Pseudo Genes (ambiguous residues) :: 0 of 153 ; Pseudo Genes (frameshifted) :: 61 of 153 ; Pseudo Genes (incomplete) :: 87 of 153 ; Pseudo Genes (internal stop) :: 8 of 153 ; Pseudo Genes (multiple problems) :: 3 of 153 ; CRISPR Arrays :: 2 ; ##Genome-Annotation-Data-END##	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
71	1135119408	MIDZ00000000	MIDZ00000000.1	None	PRJNA269675	MIDZ01000001	MIDZ01000186	Yersinia pestis subsp. microtus bv. Caucasica	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-7040, whole genome shotgun sequencing project	BCT	Submitted (02-SEP-2016) Science Department, SRCAMB, Building 1, Obolensk, Moscow Region 142279, Russian Federation	186	DNA	Direct Submission	WGS	Yersinia pestis subsp. microtus bv. Caucasica	double	linear	26-JAN-2017	26-JAN-2017	The Yersinia pestis subsp. microtus bv. Caucasica whole genome shotgun (WGS) project has the project accession MIDZ00000000. This version of the project (01) has the accession number MIDZ01000000, and consists of sequences MIDZ01000001-MIDZ01000186.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Method :: SPAdes v. 3.8.1 ; Genome Representation :: Full ; Expected Final Version :: Yes ; Genome Coverage :: 43.0x ; Sequencing Technology :: Illumina MiSeq ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Date :: 09/06/2016 09:46:57 ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Provider :: NCBI ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Annotation Software revision :: 3.3 ; Genes (total) :: 4,244 ; CDS (total) :: 4,157 ; Genes (coding) :: 4,012 ; CDS (coding) :: 4,012 ; Genes (RNA) :: 87 ; rRNAs :: 8, 3, 1 (5S, 16S, 23S) ; complete rRNAs :: 8, 1, 1 (5S, 16S, 23S) ; partial rRNAs :: 2 (16S) ; tRNAs :: 64 ; ncRNAs :: 11 ; Pseudo Genes (total) :: 145 ; Pseudo Genes (ambiguous residues) :: 0 of 145 ; Pseudo Genes (frameshifted) :: 61 of 145 ; Pseudo Genes (incomplete) :: 77 of 145 ; Pseudo Genes (internal stop) :: 11 of 145 ; Pseudo Genes (multiple problems) :: 4 of 145 ; CRISPR Arrays :: 2 ; ##Genome-Annotation-Data-END##	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
72	1135119407	MIDX00000000	MIDX00000000.1	None	PRJNA269675	MIDX01000001	MIDX01000176	Yersinia pestis subsp. microtus bv. Caucasica	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-7037, whole genome shotgun sequencing project	BCT	Submitted (02-SEP-2016) Science Department, SRCAMB, Building 1, Obolensk, Moscow Region 142279, Russian Federation	176	DNA	Direct Submission	WGS	Yersinia pestis subsp. microtus bv. Caucasica	double	linear	26-JAN-2017	26-JAN-2017	The Yersinia pestis subsp. microtus bv. Caucasica whole genome shotgun (WGS) project has the project accession MIDX00000000. This version of the project (01) has the accession number MIDX01000000, and consists of sequences MIDX01000001-MIDX01000176.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Method :: SPAdes v. 3.8.1 ; Genome Representation :: Full ; Expected Final Version :: Yes ; Genome Coverage :: 42.0x ; Sequencing Technology :: Illumina MiSeq ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Date :: 09/06/2016 09:42:16 ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Provider :: NCBI ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Annotation Software revision :: 3.3 ; Genes (total) :: 4,235 ; CDS (total) :: 4,149 ; Genes (coding) :: 3,985 ; CDS (coding) :: 3,985 ; Genes (RNA) :: 86 ; rRNAs :: 7, 3, 1 (5S, 16S, 23S) ; complete rRNAs :: 7, 1, 1 (5S, 16S, 23S) ; partial rRNAs :: 2 (16S) ; tRNAs :: 64 ; ncRNAs :: 11 ; Pseudo Genes (total) :: 164 ; Pseudo Genes (ambiguous residues) :: 0 of 164 ; Pseudo Genes (frameshifted) :: 61 of 164 ; Pseudo Genes (incomplete) :: 96 of 164 ; Pseudo Genes (internal stop) :: 10 of 164 ; Pseudo Genes (multiple problems) :: 3 of 164 ; CRISPR Arrays :: 2 ; ##Genome-Annotation-Data-END##	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
73	1135119391	MIDY00000000	MIDY00000000.1	None	PRJNA269675	MIDY01000001	MIDY01000176	Yersinia pestis subsp. microtus bv. Caucasica	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6176, whole genome shotgun sequencing project	BCT	Submitted (02-SEP-2016) Science Department, SRCAMB, Building 1, Obolensk, Moscow Region 142279, Russian Federation	176	DNA	Direct Submission	WGS	Yersinia pestis subsp. microtus bv. Caucasica	double	linear	26-JAN-2017	26-JAN-2017	The Yersinia pestis subsp. microtus bv. Caucasica whole genome shotgun (WGS) project has the project accession MIDY00000000. This version of the project (01) has the accession number MIDY01000000, and consists of sequences MIDY01000001-MIDY01000176.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Method :: SPAdes v. 3.8.1 ; Genome Representation :: Full ; Expected Final Version :: Yes ; Genome Coverage :: 49.0x ; Sequencing Technology :: Illumina MiSeq ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Date :: 09/06/2016 09:42:18 ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Provider :: NCBI ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Annotation Software revision :: 3.3 ; Genes (total) :: 4,234 ; CDS (total) :: 4,147 ; Genes (coding) :: 4,020 ; CDS (coding) :: 4,020 ; Genes (RNA) :: 87 ; rRNAs :: 8, 3, 1 (5S, 16S, 23S) ; complete rRNAs :: 8, 1, 1 (5S, 16S, 23S) ; partial rRNAs :: 2 (16S) ; tRNAs :: 64 ; ncRNAs :: 11 ; Pseudo Genes (total) :: 127 ; Pseudo Genes (ambiguous residues) :: 0 of 127 ; Pseudo Genes (frameshifted) :: 59 of 127 ; Pseudo Genes (incomplete) :: 63 of 127 ; Pseudo Genes (internal stop) :: 9 of 127 ; Pseudo Genes (multiple problems) :: 4 of 127 ; CRISPR Arrays :: 2 ; ##Genome-Annotation-Data-END##	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
74	568068080	AXDI00000000	AXDI00000000.1	None	PRJNA201414	AXDI01000001	AXDI01000141	Yersinia pestis 24H	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis 24H, whole genome shotgun sequencing project	BCT	Submitted (31-DEC-2013) Microbial Culture Collection, National Centre for Cell Science, University of Pune Campus, Ganeshkhind, Pune, Maharashtra 411007, India	141	DNA	Direct Submission	WGS	Yersinia pestis 24H	double	linear	21-OCT-2013	24-AUG-2015	On Dec 19, 2013 this sequence version replaced gi:550630848.; The Yersinia pestis 24H whole genome shotgun (WGS) project has the project accession AXDI00000000. This version of the project (01) has the accession number AXDI01000000, and consists of sequences AXDI01000001-AXDI01000141.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: http://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Method :: MIRA v. 3.4.1.1 ; Assembly Name :: YP24H_v2 ; Reference-guided Assembly :: NC_003143.1 ; Genome Coverage :: genome 16.0x; plasmid pPCP1 100.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 12/31/2013 08:12:07 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 2.3 (rev. 422554) ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes :: 4,245 ; CDS :: 3,916 ; Pseudo Genes :: 216 ; CRISPR Arrays :: 3 ; rRNAs :: 19 (5S, 16S, 23S) ; tRNAs :: 68 ; ncRNA :: 26 ; Frameshifted Genes :: 207 ; ##Genome-Annotation-Data-END##	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
75	568067859	AXDH00000000	AXDH00000000.1	None	PRJNA201413	AXDH01000001	AXDH01000154	Yersinia pestis S3	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis S3, whole genome shotgun sequencing project	BCT	Submitted (31-DEC-2013) Microbial Culture Collection, National Centre for Cell Science, University of Pune Campus, Ganeshkhind, Pune, Maharashtra 411007, India	154	DNA	Direct Submission	WGS	Yersinia pestis S3	double	linear	21-OCT-2013	24-AUG-2015	On Dec 19, 2013 this sequence version replaced gi:550630846.; The Yersinia pestis S3 whole genome shotgun (WGS) project has the project accession AXDH00000000. This version of the project (01) has the accession number AXDH01000000, and consists of sequences AXDH01000001-AXDH01000154.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: http://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Method :: MIRA v. 3.4.1.1 ; Assembly Name :: YPS03_v2 ; Reference-guided Assembly :: NC_003143.1 ; Genome Coverage :: genome 18.0x; plasmid pCD1 23.0x; plasmid pMT1 14.0x; plasmid pPCP1 99.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 12/31/2013 08:20:35 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 2.3 (rev. 422554) ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes :: 4,507 ; CDS :: 4,160 ; Pseudo Genes :: 226 ; CRISPR Arrays :: 2 ; rRNAs :: 19 (5S, 16S, 23S) ; tRNAs :: 68 ; ncRNA :: 34 ; Frameshifted Genes :: 223 ; ##Genome-Annotation-Data-END##	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
76	568067493	AXDG00000000	AXDG00000000.1	None	PRJNA201410	AXDG01000001	AXDG01000141	Yersinia pestis 113	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis 113, whole genome shotgun sequencing project	BCT	Submitted (31-DEC-2013) Microbial Culture Collection, National Centre for Cell Science, University of Pune Campus, Ganeshkhind, Pune, Maharashtra 411007, India	141	DNA	Direct Submission	WGS	Yersinia pestis 113	double	linear	21-OCT-2013	24-AUG-2015	On Dec 19, 2013 this sequence version replaced gi:550631186.; The Yersinia pestis 113 whole genome shotgun (WGS) project has the project accession AXDG00000000. This version of the project (01) has the accession number AXDG01000000, and consists of sequences AXDG01000001-AXDG01000141.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: http://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Method :: MIRA v. 3.4.1.1 ; Assembly Name :: YP113_v2 ; Reference-guided Assembly :: NC_003143.1 ; Genome Coverage :: genome 27.0x; plasmid pCD1 50.0x; plasmid pPCP1 160.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 12/31/2013 08:10:35 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 2.3 (rev. 422554) ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes :: 4,247 ; CDS :: 3,979 ; Pseudo Genes :: 151 ; CRISPR Arrays :: 3 ; rRNAs :: 19 (5S, 16S, 23S) ; tRNAs :: 68 ; ncRNA :: 30 ; Frameshifted Genes :: 145 ; ##Genome-Annotation-Data-END##	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
77	568067249	AXDF00000000	AXDF00000000.1	None	PRJNA201408	AXDF01000001	AXDF01000141	Yersinia pestis 9	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis 9, whole genome shotgun sequencing project	BCT	Submitted (31-DEC-2013) Microbial Culture Collection, National Centre for Cell Science, University of Pune Campus, Ganeshkhind, Pune, Maharashtra 411007, India	141	DNA	Direct Submission	WGS	Yersinia pestis 9	double	linear	21-OCT-2013	24-AUG-2015	On Dec 19, 2013 this sequence version replaced gi:550635072.; The Yersinia pestis 9 whole genome shotgun (WGS) project has the project accession AXDF00000000. This version of the project (01) has the accession number AXDF01000000, and consists of sequences AXDF01000001-AXDF01000141.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: http://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Method :: MIRA v. 3.4.1.1 ; Assembly Name :: YP009_v2 ; Reference-guided Assembly :: NC_003143.1 ; Genome Coverage :: genome 23.0x; plasmid pPCP1 166.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 12/31/2013 08:18:08 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 2.3 (rev. 422554) ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes :: 4,284 ; CDS :: 3,861 ; Pseudo Genes :: 314 ; CRISPR Arrays :: 3 ; rRNAs :: 19 (5S, 16S, 23S) ; tRNAs :: 68 ; ncRNA :: 22 ; Frameshifted Genes :: 311 ; ##Genome-Annotation-Data-END##	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
78	1050113397	FMBU00000000	FMBU00000000.1	None	PRJEB15052	LT605010	LT605057	Yersinia pestis	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis strain Algeria3, whole genome shotgun sequencing project	BCT	Submitted (04-AUG-2016) URMITE, 27 Bd J Moulin, 13385 Marseille Cedex 05, France, 13385, France	561	DNA	Direct Submission	WGS_SCAFLD	Yersinia pestis	double	linear	06-AUG-2016	06-AUG-2016	The Yersinia pestis whole genome shotgun (WGS) project has the project accession FMBU00000000. This version of the project (01) has the accession number FMBU01000000, and consists of sequences FMBU01000001-FMBU01000561.	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
